Title,Summary,Publication Date,Source,URL
Preparing for the apocalypse: Here’s why collaboration is essential,No summary available,2024-09-12 12:33:16,CNN,https://www.cnn.com/
"Lead, arsenic and other heavy metals in tampons prompt FDA investigation",No summary available,2024-09-12 12:33:16,CNN,https://www.cnn.com/
"Fat isn’t always a bad word, but where it is stored matters. Here’s what makes a difference",No summary available,2024-09-12 12:33:16,CNN,https://www.cnn.com/
These common chemicals could affect your health all over your body,No summary available,2024-09-12 12:33:16,CNN,https://www.cnn.com/
The hidden danger of energy drinks. A doctor explains,No summary available,2024-09-12 12:33:16,CNN,https://www.cnn.com/
Hundreds of workers strike at major Samsung factory in India,No summary available,2024-09-12 12:33:16,CNN,https://www.cnn.com/
The two words Apple never mentioned at its iPhone 16 event,No summary available,2024-09-12 12:33:16,CNN,https://www.cnn.com/
Australia plans a minimum age limit for social media use,No summary available,2024-09-12 12:33:16,CNN,https://www.cnn.com/
42 state attorneys general demand a Surgeon General warning label for social media apps,No summary available,2024-09-12 12:33:16,CNN,https://www.cnn.com/
"Beyoncé stayed in $100,000 per night suite in the Middle East’s ‘best hotel’",No summary available,2024-09-12 12:33:16,CNN,https://www.cnn.com/
Inside Michael Jordan’s slice of paradise,No summary available,2024-09-12 12:33:16,CNN,https://www.cnn.com/
World’s biggest twin-engine private jet gets a luxury cabin concept,No summary available,2024-09-12 12:33:16,CNN,https://www.cnn.com/
This house is built on some of the most expensive property in Africa. Take a look inside,No summary available,2024-09-12 12:33:16,CNN,https://www.cnn.com/
Why modern ships are looking to wind power,No summary available,2024-09-12 12:33:16,CNN,https://www.cnn.com/
How the ‘Arabian unicorn’ came back from the brink,No summary available,2024-09-12 12:33:16,CNN,https://www.cnn.com/
Meet the artist transforming tennis balls into furniture,No summary available,2024-09-12 12:33:16,CNN,https://www.cnn.com/
"From convict to combatant, Ukraine enlists prisoners to fight Russian forces",No summary available,2024-09-12 12:33:16,CNN,https://www.cnn.com/
Protesters clash with police at Australia defense show,No summary available,2024-09-12 12:33:16,CNN,https://www.cnn.com/
European travelers will have to pay to enter the UK in 2025,No summary available,2024-09-12 12:33:16,CNN,https://www.cnn.com/
Inside Kamala Harris’ yearslong crash course in foreign diplomacy,No summary available,2024-09-12 12:33:16,CNN,https://www.cnn.com/
Controversial judicial reform passes Mexican Senate after protesters break into chamber,No summary available,2024-09-12 12:33:16,CNN,https://www.cnn.com/
NASA sets sights on another ‘world that might be habitable today’,No summary available,2024-09-12 12:33:16,CNN,https://www.cnn.com/
Israeli official floats safe passage for Oct. 7 architect Yahya Sinwar in return for hostages,No summary available,2024-09-12 12:33:16,CNN,https://www.cnn.com/
The Small City with Big Ambitions,No summary available,2024-09-12 12:33:16,CNN,https://www.cnn.com/
"2 Delta planes collide while taxiing at Atlanta airport, knocking tail section from one",No summary available,2024-09-12 12:33:16,CNN,https://www.cnn.com/
No title,"At least 18 people were reportedly killed in the strike, which Israel says targeted Hamas fighters.",No date,BBC,https://www.bbc.com/news/articles/clyn400rm68o
Why improving your nutrition will help you think better,Emily Nkhana shares tips with the BBC on how to make banana wine. ,No date,BBC,https://www.bbc.com/news/articles/cly35nvk9n7o
No title,"New chief executive tells staff that a strike would put the embattled firm's ""recovery in jeopardy"".",No date,BBC,https://www.bbc.com/news/articles/cn0202k95gyo
No title,"Sorry, we're unable to bring you the page you're looking for.
                                    Please try:
                                ",No date,BBC,https://www.bbc.comhttps://www.bbc.co.uk/news
No title,"People have ""every right to be angry"", Sir Keir Starmer to say, as review criticises state of the health service in England.",No date,BBC,https://www.bbc.com/news/politics
No title,"Sorry, we're unable to bring you the page you're looking for.
                                    Please try:
                                ",No date,BBC,https://www.bbc.comhttps://www.bbc.co.uk/news
No title,"Sorry, we're unable to bring you the page you're looking for.
                                    Please try:
                                ",No date,BBC,https://www.bbc.comhttps://www.bbc.co.uk/news
9/11 Truther Questions Why There Were Two Huge Bullseyes Painted On Side Of Twin Towers,,No date,The Onion,https://www.theonion.comhttps://theonion.com/9-11-truther-questions-why-there-were-two-huge-bullseyes-painted-on-side-of-twin-towers/
"‘I Can’t See It,’ Reports Child At Every Zoo Exhibit",No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/i-cant-see-it-reports-child-at-every-zoo-exhibit/
Trump Avoids Answering Hard Questions By Pretending He Shot In Ear Again,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/trump-avoids-answering-hard-questions-by-pretending-he-shot-in-ear-again/
Dems Alarmed By Joe Biden’s Poor Performance As Debate Viewer,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/dems-alarmed-by-joe-bidens-poor-performance-as-debate-viewer/
Trump Tries To Rattle Harris By Turning Eyelids Inside Out,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/trump-tries-to-rattle-harris-by-turning-eyelids-inside-out/
Baby Boomers Leave Entire $78.55 Trillion Fortune To Single Spoiled Pomeranian,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/baby-boomers-leave-entire-78-55-trillion-fortune-to-single-spoiled-pomeranian/
Baby Boomers Leave Entire $78.55 Trillion Fortune To Single Spoiled Pomeranian,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/baby-boomers-leave-entire-78-55-trillion-fortune-to-single-spoiled-pomeranian/
9/11 Truther Questions Why There Were Two Huge Bullseyes Painted On Side Of Twin Towers,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/9-11-truther-questions-why-there-were-two-huge-bullseyes-painted-on-side-of-twin-towers/
Sweetgreen Expands Line Of Kids’ Meals For Adult Women With Eating Disorders,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/sweetgreen-expands-line-of-kids-meals-for-adult-women-with-eating-disorders/
Baby Boomers Leave Entire $78.55 Trillion Fortune To Single Spoiled Pomeranian,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/baby-boomers-leave-entire-78-55-trillion-fortune-to-single-spoiled-pomeranian/
"Today’s Historic Front Page: September 10, 2024",No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/todays-historic-front-page-september-10-2024/
"‘I Can’t See It,’ Reports Child At Every Zoo Exhibit",No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/i-cant-see-it-reports-child-at-every-zoo-exhibit/
Husband Files For Divorce After DNA Test Reveals Child Only Shares Half His Genes,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/husband-files-for-divorce-after-dna-test-reveals-child-only-shares-half-his-genes/
Man Gets Triple Bypass Reversed After Deciding He Wants Third Heart Attack,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/man-gets-triple-bypass-reversed-after-deciding-he-wants-third-heart-attack/
Man Can’t Believe What A Dumbass Cartoon Character Is,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/man-cant-believe-what-a-dumbass-cartoon-character-is/
Dems Alarmed By Joe Biden’s Poor Performance As Debate Viewer,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/politics/
Trump Tries To Rattle Harris By Turning Eyelids Inside Out,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/politics/
Trump Spends Entire Debate Trying To Pluck Strand Of Harris’ Hair For DNA Test,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/trump-spends-entire-debate-trying-to-pluck-strand-of-harris-hair-for-dna-test/
Horrified Taylor Swift Realizes Football Happens Every Year,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/horrified-taylor-swift-realizes-football-happens-every-year/
Joey Chestnut Eats Entire Cast Of ‘Stranger Things’ In Under 10 Minutes,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/joey-chestnut-eats-entire-cast-of-stranger-things-in-under-10-minutes/
Artist Profile: Sabrina Carpenter,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/artist-profile-sabrina-carpenter/
Health Experts Recommend Doing Exact Opposite Of Whatever Simon Cowell Doing To His Body,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/health-experts-recommend-doing-exact-opposite-of-whatever-simon-cowell-doing-to-his-body/
"‘I Can’t See It,’ Reports Child At Every Zoo Exhibit",No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/i-cant-see-it-reports-child-at-every-zoo-exhibit/
Trump Avoids Answering Hard Questions By Pretending He Shot In Ear Again,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/trump-avoids-answering-hard-questions-by-pretending-he-shot-in-ear-again/
Dems Alarmed By Joe Biden’s Poor Performance As Debate Viewer,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/dems-alarmed-by-joe-bidens-poor-performance-as-debate-viewer/
Trump Tries To Rattle Harris By Turning Eyelids Inside Out,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/trump-tries-to-rattle-harris-by-turning-eyelids-inside-out/
U.N. Chief Calls Gaza Death Toll Worst He’s Seen,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/opinion/american-voices/
9/11 Truther Questions Why There Were Two Huge Bullseyes Painted On Side Of Twin Towers,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/9-11-truther-questions-why-there-were-two-huge-bullseyes-painted-on-side-of-twin-towers/
Sweetgreen Expands Line Of Kids’ Meals For Adult Women With Eating Disorders,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/sweetgreen-expands-line-of-kids-meals-for-adult-women-with-eating-disorders/
Baby Boomers Leave Entire $78.55 Trillion Fortune To Single Spoiled Pomeranian,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/baby-boomers-leave-entire-78-55-trillion-fortune-to-single-spoiled-pomeranian/
"Today’s Historic Front Page: September 10, 2024",No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/todays-historic-front-page-september-10-2024/
Pros And Cons Of Reparations,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/pros-and-cons-of-reparations/
Jimmy Carter Awakens To Learn He Outlived Every Single Person In America,‘Hello? Hello?’ Asks Carter Stumbling Through Empty Nation,No date,The Onion,https://www.theonion.comhttps://theonion.com/jimmy-carter-awakens-to-learn-he-outlived-every-single-person-in-america/
Tips For Growing Your TikTok Following,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/tips-for-growing-your-tiktok-following/
New Antigravity Hover Shoes Protect Dogs’ Paws From Anything Within 6 Inches Of Ground,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/new-antigravity-hover-shoes-protect-dogs-paws-from-anything-within-6-inches-of-ground/
Raygun’s Apology To Breakdancing Community Sparks Outrage From Apology Community,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/rayguns-apology-to-breakdancing-community-sparks-outrage-from-apology-community/
What To Know About MDMA Therapy,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/what-to-know-about-mdma-therapy/
"‘No Way To Prevent This,’ Says Only Nation Where This Regularly Happens",No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/no-way-to-prevent-this-says-only-nation-where-this-regularly-happens/
Cautious Study Finds Whatever Everyone Else Found,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/cautious-study-finds-whatever-everyone-else-found/
Controversial Ad Reveals Mr. Clean Only Dates Black Women,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/controversial-ad-reveals-mr-clean-only-dates-black-women/
How Universities Are Cracking Down On Palestine Protests,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/how-universities-are-cracking-down-on-palestine-protests/
Cat Scientists Theorize About Third Type Of Food That Neither Wet Nor Dry,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/cat-scientists-theorize-about-third-type-of-food-that-neither-wet-nor-dry/
Everyone In Restaurant Jealous Of Toddler Who Gets To Wear Pajamas And Watch iPad,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/everyone-in-restaurant-jealous-of-toddler-who-gets-to-wear-pajamas-and-watch-ipad/
Francis Scott Key Estate Sends Cease-And-Desist To Trump For Playing ‘Star-Spangled Banner’ At Rally,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/francis-scott-key-estate-sends-cease-and-desist-to-trump-for-playing-star-spangled-banner-at-rally/
Satire Mag Burned For Muhammad Cartoon,Share,No date,The Onion,https://www.theonion.comhttps://theonion.com/opinion/american-voices/
The Onion Film Standard: Deadpool & Wolverine,Entertainment,No date,The Onion,https://www.theonion.com/entertainment
Man Can’t Believe How Much Disney World Charging For Sex With Goofy,No summary,No date,The Onion,https://www.theonion.comhttps://youtu.be/uP1dSHigC-Q?si=dqtYmjNeciPigd1u
Hobby Lobby Announces It Muslim Now,No summary,No date,The Onion,https://www.theonion.comhttps://www.youtube.com/watch?v=tF6ieC_XkG0
Women Explain How They’d Like To Have Their Bodies Restricted Next,No summary,No date,The Onion,https://www.theonion.comhttps://www.youtube.com/watch?v=6FPpwIzEaiM
Study Finds Repeatedly Patting Thighs Still Remains Best Way To Get Sat On,No summary,No date,The Onion,https://www.theonion.comhttps://youtube.com/shorts/WI1GdV1ERgY?si=bEEUA0K3t0dYHIRX
Democrats Panic After Kamala Harris Ages 40 Years In Single Night,No summary,No date,The Onion,https://www.theonion.comhttps://www.youtube.com/shorts/pw-4rVPTHfM
Dr. Scholl’s Recalls All Products After Announcing Only Way To Fix Flat Feet Is With Eugenics,No summary,No date,The Onion,https://www.theonion.comhttps://youtube.com/shorts/1neka9_Yuik?si=B5GRXITGGwL_yzGW
Female Competitive Drowner Explains Why Trans Athletes Should Not Compete In Competitive Drowning,No summary,No date,The Onion,https://www.theonion.comhttps://youtube.com/shorts/WI1GdV1ERgY?si=bEEUA0K3t0dYHIRX
Study Finds Exercise May Help Alzheimer’s Patients Look Hot,No summary,No date,The Onion,https://www.theonion.comhttps://youtube.com/shorts/aTD6rqeTagE?si=PRZBoHaAfN_Eqdew
Idiot Tornado Tears Harmlessly Through Empty Field,No summary,No date,The Onion,https://www.theonion.comhttps://youtube.com/shorts/lEb0cpS_ZM0?si=8lj6wy-Eh9tuyQLt
Facebook Announces Human Trafficking Now Allowed On Marketplace,No summary,No date,The Onion,https://www.theonion.comhttps://youtube.com/shorts/uZil5_FwS1Y?si=whSDfctbWg1gHbLr
Facebook Announces Human Trafficking Now Allowed On Marketplace,No summary,No date,The Onion,https://www.theonion.comhttps://youtube.com/shorts/niTXUt727fk?si=bloynwcOGeHpNoRz
Investigation Finds Secret Service Failed To Account For Nation’s 393 Million Guns,No summary,No date,The Onion,https://www.theonion.comhttps://youtube.com/shorts/niTXUt727fk?si=bloynwcOGeHpNoRz
Congress Bans Roofs,No summary,No date,The Onion,https://www.theonion.comhttps://youtube.com/shorts/GGza0XCntNc?si=j8r0HLII8l0r9UJj
Eli Lilly Unveils Insulin That Doesn’t Work On Poor People,No summary,No date,The Onion,https://www.theonion.comhttps://youtube.com/shorts/tYpqv-1eHR0?si=0G7t4SdDQ5M6fRL9
Tom Brady Provides Detailed Analysis Of How Easy It Would Be For Him To Take Dak Prescott’s Job,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/tom-brady-provides-detailed-analysis-of-how-easy-it-would-be-for-him-to-take-dak-prescotts-job/
Bengals Coaching Staff Holding Breath After Joe Burrow Endures Rough High-Five,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/bengals-coaching-staff-holding-breath-after-joe-burrow-endures-rough-high-five/
Stephen Nedoroscik Under Fire After Video Shows Him Whipping Pommel Horse,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/stephen-nedoroscik-under-fire-after-video-shows-him-whi-1851616068rev1723128732701/
"Physical Therapy Office Politely Declines Daniel Jones’ Offer Of Framed, Signed Jersey For Wall",No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/physical-therapy-office-politely-declines-daniel-jones-1851605177/
MLB Loses Millions of Stats In Warehouse Fire,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/mlb-loses-millions-of-stats-in-warehouse-fire-1851601587/
MLB Reminds White Sox That Games Televised,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/mlb-reminds-white-sox-that-games-televised-1851590284/
Caitlin Clark Supplements Rookie Salary By Taking Adjunct Professor Of Basketball Job,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/caitlin-clark-supplements-rookie-salary-by-taking-adjun-1851573146/
"Wimbledon Trying To Excite Us, But The Ball Still Just Goes Back And Forth All Day",No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/wimbledon-trying-to-excite-us-but-the-ball-still-just-1851583183/
Wimbledon Enters Third Round Of Centuples Tournament,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/wimbledon-enters-third-round-of-centuples-tournament-1851582237/
Caitlin Clark Brushes Off 23 Stab Wounds From Own Teammates,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/caitlin-clark-brushes-off-23-stab-wounds-from-own-teamm-1851566816/
Rafael Nadal Withdraws From Wimbledon To Spend More Time Pressing Tennis Racket Against Face To Make Waffle Marks,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/rafael-nadal-withdraws-from-wimbledon-to-spend-more-tim-1851557229/
Relaxed Orioles Security Will Get Around To Removing Fan From Field In Another Inning Or So,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/relaxed-orioles-security-will-get-around-to-removing-fa-1851552393/
The Onion’s Exclusive Interview With Caitlin Clark,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/the-onion-s-exclusive-interview-with-caitlin-clark-1851529041/
Apologetic Pat McAfee Makes Donation To Charity That Helps White Bitches,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/apologetic-pat-mcafee-makes-donation-to-charity-that-he-1851519002/
Aaron Rodgers Rants To Pat McAfee About Windows 11 Tips And Tricks After Going Down Wrong YouTube Rabbit Hole,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/aaron-rodgers-rants-to-pat-mcafee-about-windows-11-tips-1851500245/
"Man Starstruck To See Caitlin Clark, Indiana Fever At Greyhound Bus Station",No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/man-starstruck-to-see-caitlin-clark-indiana-fever-at-g-1851482539/
Female Athletes React To Nike’s Revealing Olympic Uniforms,No summary,No date,The Onion,https://www.theonion.comhttps://theonion.com/female-athletes-react-to-nike-s-revealing-olympic-unifo-1851423263/
